TABLEID,SCHEMANAME,TABLE DESCRIPTION,TABLE NAME,COLUMNNAME,DATATYPE,PRIMARYKEY,FOREIGNKEY,DESCRIPTION
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INSURANCEPACKAGEID,"NUMBER(12,0)",,INSURANCEPACKAGE.INSURANCEPACKAGEID,The insurance package ID associated with the record
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,IDNUMBER,VARCHAR(16777216),,,The patient's insurance ID number
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,POLICYNUMBER,VARCHAR(16777216),,,The patient's insurance policy number
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,RELATIONSHIPTOINSUREDID,"NUMBER(12,0)",,,Indicates the insured's relationship to the policy holder
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,DATEOFSERVICEDATETIME,TIMESTAMP_NTZ(9),,,
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INFORMATIONSOURCENAME,VARCHAR(16777216),,,2100A.NM103
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,PCPNAME,VARCHAR(16777216),,,The name of the patient's PCP as returned in eligibility check
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,OUTGOINGANSIVERSIONID,"NUMBER(12,0)",,,ID for the VERSION of the ANSI file: foreign key to ANSIVERSION.ID
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INCOMINGANSIVERSIONID,"NUMBER(12,0)",,,ID for the VERSION of the ANSI file
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ELIGIBILITYSEARCHCRITERIAID,"NUMBER(12,0)",,,"ID of search criteria applied in transaction, if any"
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ENROLLMENTPERIODID,"NUMBER(12,0)",,,"ID of enrollmentperiod of the selected provider, if any"
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,PROVIDERSOURCE,VARCHAR(16777216),,,Source of the selected provider for the given transaction
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,NPITYPE,VARCHAR(16777216),,,Type of npi sent in the request
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,NPI,VARCHAR(16777216),,, NPI sent in the request
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ITERATIVEMESSAGEMAPID,"NUMBER(12,0)",,,ID to be used for the iterative check
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,SERVICETYPECODE,VARCHAR(16777216),,,
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ISSUECATEGORY,VARCHAR(16777216),,,Field to indicate the type of the issue received in response
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,PARENTELIGIBILITYTRACKID,"NUMBER(12,0)",,ELIGIBILITYTRACK.ELIGIBILITYTRACKID,Field indicates track was spawned because the parent track suggested a different valid eligibility class.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ELIGIBILITYBATCHID,"NUMBER(12,0)",,,ID to be used for batch eligibility checks: foreign key to ELIGIBILITYBATCH.ID
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,RULELOCATION,VARCHAR(16777216),,,"This field may contain one of the following three values. blank => Global Rules, LOCAL => Local Rules, NETWK => Network Rules,"
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,RULEID,"NUMBER(12,0)",,,This is a foreign key but may refer to any one of the following three values CLAIMRULE.ID or LOCALCLAIMRULE.ID or NETWORKCLAIMRULE.ID
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,PATIENTMATCHSCORE,"NUMBER(4,2)",,,This is the final patient match score used for computing the confidence that a patient matches insurance.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ELIGIBLERESULT,VARCHAR(16777216),,,Indicates whether the patient has general coverage.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,UNVERIFIED,VARCHAR(16777216),,,"If the patient was ineligible, it indicates whether the patient not found on the server, or found on the server but not eligible for general coverage."
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INCORRECTPACKAGE,VARCHAR(16777216),,,The practice likely has picked the incorrect insurance package for the patient.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,DEMOGRAPHICMISMATCH,VARCHAR(16777216),,,The listed piece of data from the outgoing check did not match the payers system.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,HIXGRACEPERIOD,VARCHAR(16777216),,,The policy is currently is a grace period.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INCORRECTPATIENTPHI,VARCHAR(16777216),,,Data from the transaction does not match the outgoing data sent and may not apply to the patient inquired about.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,EDIBATCHID,"NUMBER(12,0)",,,ID of the edibatch the eligibilitytrack was put into. Will be null if not a batch transaction
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,LIMITEDCOVERAGEYN,VARCHAR(16777216),,ELIGIBILITYTRACK.ELIGIBILITYTRACKID,Flag for the transactions where the payer indicates limited coverage
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,CACHEDELIGIBILITYTRACKID,"NUMBER(12,0)",,ELIGIBILITYTRACK.ELIGIBILITYTRACKID,The id of cached eligibility transaction will be saved in this column.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,OTHERPAYERFLAG,VARCHAR(16777216),,,Flag for the transactions where other payer information is returned in the 271
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,USECACHINGLOGICFLAG,VARCHAR(16777216),,,"If N, do not run caching logic on this transaction"
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,ELIGIBLEINSTITUTIONALFLAG,VARCHAR(16777216),,,To incorporate Part A vs. Part B separation for selected insurance package
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,INSURANCEPRODUCTTYPECODE,VARCHAR(16777216),,,To store the parsed out insurance type codes in the 271
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry
142,ATHENAONE,Eligibility Track,ELIGIBILITYTRACK,DELETEDDATETIME,VARCHAR(16777216),,,"The date and time, in US/Eastern, that the entry was deleted."
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,REPORTINGGROUP_DEPARTMENTID,"NUMBER(12,0)",Primary Key,,
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,REPORTINGGROUPID,"NUMBER(11,0)",,REPORTINGGROUP. REPORTINGGROUPID,
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,The athena-assigned ID for the department
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was deleted."
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
143,ATHENAONE,Reporting Group Department,REPORTINGGROUPDEPARTMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,REPORTINGGROUP_PROVIDERGROUPID,"NUMBER(11,0)",Primary Key,PROVIDER.PROVIDERID,
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,REPORTINGGROUPID,"NUMBER(11,0)",,REPORTINGGROUP. REPORTINGGROUPID,
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CONTEXTPROVIDERGROUPNAME,VARCHAR(16777216),,,
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CONTEXTPROVIDERGROUPID,"NUMBER(12,0)",,,
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was deleted."
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
144,ATHENAONE,Reporting Group Provider Group,REPORTINGGROUPPROVIDERGROUP,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,REPORTINGGROUP_PROVIDERID,"NUMBER(12,0)",Primary Key,,
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,REPORTINGGROUPID,"NUMBER(11,0)",,REPORTINGGROUP. REPORTINGGROUPID,
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,PROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,The ID of the providing the encounter services.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was deleted."
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
145,ATHENAONE,Reporting Group Provider,REPORTINGGROUPPROVIDER,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
146,ATHENAONE,Reporting Group,REPORTINGGROUP,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
146,ATHENAONE,Reporting Group,REPORTINGGROUP,REPORTINGGROUPID,"NUMBER(11,0)",Primary Key,,
146,ATHENAONE,Reporting Group,REPORTINGGROUP,NAME,VARCHAR(16777216),,,"An arbitrary text field used to describe the contents of the group, e.g. OBGYN or NORTHEAST"
146,ATHENAONE,Reporting Group,REPORTINGGROUP,GROUPSPECIALTYNAME,VARCHAR(16777216),,,
146,ATHENAONE,Reporting Group,REPORTINGGROUP,MECEYN,VARCHAR(16777216),,,Whether or not the reporting group is mutually exclusive of all other reporting groups and part of a completely exhaustive set.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,GROUPSPECIALTYID,"NUMBER(12,0)",,,
146,ATHENAONE,Reporting Group,REPORTINGGROUP,NOTES,VARCHAR(16777216),,,
146,ATHENAONE,Reporting Group,REPORTINGGROUP,GROUPTYPE,VARCHAR(16777216),,,One of (PROVIDERGROUP|DEPARTMENT|PROVIDER)
146,ATHENAONE,Reporting Group,REPORTINGGROUP,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
146,ATHENAONE,Reporting Group,REPORTINGGROUP,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was deleted."
146,ATHENAONE,Reporting Group,REPORTINGGROUP,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
146,ATHENAONE,Reporting Group,REPORTINGGROUP,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
146,ATHENAONE,Reporting Group,REPORTINGGROUP,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,COMMUNICATORBRANDID,"NUMBER(12,0)",Primary Key,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,NAME,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,LEGALNAME,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,URL,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,FROMEMAIL,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,NOREPLYEMAIL,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,PHONE,VARCHAR(16777216),,,This phone number is used by remindercall.us for the various calling services caller IDs as well as being displayed on the Portal landing page.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,SELFPAYCALLERID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,REMINDERCALLTRANSFERNUMBER,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,SELFPAYTRANSFERNUMBER,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,GROUPCALLCALLERID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,RESULTSCALLCALLERID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,REMINDERCALLCALLERID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,RESULTSCALLINBOUNDDID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,ORDERING,"NUMBER(12,0)",,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,ORDERCALLENABLEDYN,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,ORDERCALLSTARTTIMEDATETIME,TIMESTAMP_NTZ(9),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,ORDERCALLENDTIMEDATETIME,TIMESTAMP_NTZ(9),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,GOLIVEDATEDATETIME,TIMESTAMP_NTZ(9),,,"This is the date that functionality should be turned on for the brand. Communicator admin functionality is enabled as soon as the Communicator practice setting is turned on, but until the go-live date is reached, self-pay calls, for example will not go out."
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,ORDERCALLCALLERID,VARCHAR(16777216),,,
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was deleted."
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, that the entry was created."
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
147,ATHENAONE,Communicator Brand,COMMUNICATORBRAND,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,PATIENTCONTACTPREFERENCEID,"NUMBER(12,0)",Primary Key,,
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,PATIENTID,"NUMBER(12,0)",,PATIENT.PATIENTID,The ID of the patient
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,METHOD,VARCHAR(16777216),,,"Method of contact. For example: HOMEPHONE, CELLPHONE, WORKPHONE, EMAIL, or SMS"
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,REASON,VARCHAR(16777216),,,"Reason for contact. For example: APPOINTMENT, BILLING, or LABRESULT"
148,ATHENAONE,Patient Contact Preference,PATIENTCONTACTPREFERENCE,ACTIVEYN,VARCHAR(16777216),,,"N' = We should not use this METHOD to contact this PATIENTID for this REASON. 'Y' is the default, but will be explicitly set when the patient enters their contact preference in the portal."
